,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
2455,1,4,2014,4.5,3,2,167035,4,5,10459
2456,8,17,2020,1.9,3,1,202766,4,4,10444
2457,2,2,2010,4.1,3,2,176973,2,1,8660
2458,3,19,2015,2.1,2,1,247108,2,1,9257
2459,9,8,2014,5.0,3,3,185806,5,3,10583
2460,1,23,2021,2.4,1,2,42569,5,5,11948
2461,6,26,2023,1.6,1,3,242697,3,3,7746
2462,9,10,2014,1.7,2,1,124805,3,3,11003
2463,6,12,2017,1.4,1,2,31301,2,1,9973
2464,7,21,2021,4.8,4,3,277838,2,3,9643
2465,1,3,2022,1.7,1,1,210126,3,5,9697
2466,8,6,2008,4.3,1,1,155522,4,5,9189
2467,10,22,2011,4.5,4,2,95736,5,1,9985
2468,10,28,2002,4.0,4,1,201169,2,2,6176
2469,6,26,2018,4.4,2,3,202720,5,3,11845
2470,3,13,2022,1.3,1,3,32421,4,1,11351
2471,3,13,2003,3.7,1,1,74560,5,3,8708
2472,3,19,2020,1.2,2,1,153614,5,3,11727
2473,3,20,2016,1.7,4,2,249622,2,1,5607
2474,5,7,2009,1.3,2,3,279749,4,2,4505
2475,8,17,2010,2.1,2,2,276357,3,4,5672
2476,6,29,2001,3.1,4,1,39292,4,2,8214
2477,8,6,2010,3.8,1,3,149913,2,3,7901
2478,7,21,2006,3.4,2,1,74188,3,1,11316
2479,1,4,2003,1.2,1,2,11817,4,1,5963
2480,1,3,2021,4.7,4,2,231318,2,5,10473
2481,10,18,2013,2.8,1,3,91312,4,2,8973
2482,8,17,2008,1.4,4,3,62819,4,2,6643
2483,2,1,2012,1.4,2,1,70485,4,2,11190
2484,6,29,2016,2.7,4,2,257462,5,2,6450
2485,8,11,2010,2.5,2,1,95716,2,5,11185
2486,6,12,2014,4.0,1,2,113849,3,5,10023
2487,7,27,2000,2.8,1,2,107891,3,3,4742
2488,1,23,2002,3.4,1,2,3252,2,3,8034
2489,2,1,2006,3.6,3,2,29478,2,1,9910
2490,3,19,2020,4.3,4,3,10842,2,2,14183
2491,6,26,2009,4.2,1,3,247601,4,5,6047
2492,2,1,2009,1.4,2,1,248906,2,3,6721
2493,9,8,2002,4.7,4,2,105943,3,5,7281
2494,1,4,2022,2.8,4,3,173298,5,5,10034
2495,6,12,2004,2.5,2,2,298642,4,2,3827
2496,5,5,2006,3.4,3,2,61327,4,3,9073
2497,2,30,2017,1.8,4,2,163677,3,5,7726
2498,10,22,2018,1.6,4,1,131223,4,1,9975
2499,5,9,2021,2.9,1,3,106349,2,2,11173
2500,2,2,2006,3.2,3,1,107059,3,1,9458
2501,1,4,2008,2.4,1,1,5844,2,4,10283
2502,3,13,2005,4.8,2,3,145771,3,2,9484
2503,2,2,2013,3.6,1,2,217426,4,5,7251
2504,1,3,2007,2.9,1,1,139422,4,1,7811
2505,2,2,2013,2.0,2,3,200202,4,5,7995
2506,3,19,2021,2.5,3,3,209436,2,1,9711
2507,2,1,2012,1.3,2,2,289461,4,4,5210
2508,8,6,2005,3.2,4,3,298890,3,5,2822
2509,3,20,2005,2.3,4,1,151459,2,1,6370
2510,7,21,2009,4.1,2,1,96287,5,4,12474
2511,4,15,2022,2.1,2,2,52526,5,2,13749
2512,9,10,2006,2.9,1,2,173496,2,2,5330
2513,2,1,2017,2.4,4,2,111282,3,2,9374
2514,6,29,2002,1.7,2,2,230187,3,5,3796
2515,2,1,2023,2.0,2,3,62847,5,1,13743
2516,1,3,2012,1.7,2,3,124324,3,5,8913
2517,10,22,2010,4.3,2,2,169988,2,3,10000
2518,5,5,2009,1.4,1,2,103573,3,5,6128
2519,10,22,2014,3.4,1,1,206819,5,4,9063
2520,3,19,2000,1.5,1,2,208943,4,4,2000
2521,6,26,2020,1.9,4,3,30074,5,2,11398
2522,9,10,2017,2.5,4,1,3381,5,3,13132
2523,10,18,2008,2.0,4,2,220044,2,3,4099
2524,7,27,2009,2.9,4,1,223777,4,3,6724
2525,1,23,2006,1.2,3,2,127033,2,1,5559
2526,7,27,2015,2.9,2,2,31540,2,4,12869
2527,10,18,2021,4.9,3,1,74795,4,3,16304
2528,2,1,2003,4.2,2,2,272876,4,5,5742
2529,8,6,2021,1.5,2,1,270383,5,2,9992
2530,4,15,2008,2.6,2,1,44794,2,5,11704
2531,9,24,2017,3.9,3,3,157946,5,5,10941
2532,2,30,2001,4.7,2,2,154159,3,2,8016
2533,5,7,2006,3.1,1,3,194340,3,1,5113
2534,9,10,2008,1.5,1,2,29852,4,5,7402
2535,6,26,2008,2.6,1,1,161537,2,4,7369
2536,1,23,2015,1.4,2,3,243771,5,3,7124
2537,2,1,2014,2.7,2,1,69430,3,5,13111
2538,9,8,2004,3.6,4,2,64005,2,4,7619
2539,1,4,2016,4.0,3,1,95719,2,1,13485
2540,7,21,2017,4.0,2,2,247267,4,5,10254
2541,1,4,2007,2.8,2,2,14764,5,4,10704
2542,3,20,2000,2.8,4,2,261003,4,1,2000
2543,3,20,2003,2.1,2,1,150597,3,4,7588
2544,9,10,2005,2.5,2,1,62423,4,3,10351
2545,2,30,2011,1.1,2,2,29405,3,5,9911
2546,4,14,2015,4.0,2,2,13533,5,4,14329
2547,7,27,2007,1.9,2,3,203974,2,5,6020
2548,1,3,2022,4.4,2,1,275626,2,1,13087
2549,1,4,2016,3.6,1,1,279916,3,3,8401
2550,7,21,2018,4.0,4,3,85467,2,4,11790
2551,10,28,2014,1.4,3,3,123101,2,5,8237
2552,2,2,2023,2.2,1,1,225321,5,1,10193
2553,2,30,2021,1.8,2,1,221393,3,1,11272
2554,4,14,2004,1.1,3,1,105901,4,2,6781
2555,9,10,2004,1.3,3,3,144910,5,2,4701
2556,7,21,2002,4.7,3,2,57129,3,1,9257
2557,5,7,2007,2.4,4,1,63346,5,2,8833
2558,4,15,2005,2.4,1,3,45740,5,2,7085
2559,7,25,2012,1.8,4,3,32063,3,4,8858
2560,9,8,2005,1.7,3,2,200007,4,5,4299
2561,6,29,2011,4.4,1,2,122108,5,3,9357
2562,9,24,2003,4.2,4,2,234654,3,5,4506
2563,6,26,2021,2.8,3,3,99088,2,1,12218
2564,2,1,2000,2.3,3,3,222441,2,3,2951
2565,3,19,2015,4.2,1,1,45451,2,4,13390
2566,9,10,2016,3.8,4,2,246841,2,2,7763
2567,5,7,2007,4.0,4,1,296917,4,5,5761
2568,3,13,2006,3.3,3,3,143776,2,2,7324
2569,3,19,2016,4.5,4,3,112950,3,5,11141
2570,9,24,2011,4.7,2,2,35398,5,5,13392
2571,6,26,2001,3.3,3,2,24321,4,4,8213
2572,3,20,2017,2.0,1,3,107525,5,5,9049
2573,9,24,2010,1.6,2,1,24051,5,1,11718
2574,7,27,2007,2.7,4,1,270043,4,3,4999
2575,2,2,2015,2.6,4,1,154031,4,1,9619
2576,7,27,2007,4.0,2,1,28099,4,4,13138
2577,7,25,2000,1.9,4,1,217166,4,5,3156
2578,10,28,2021,2.5,4,2,216994,3,3,8560
2579,1,3,2007,2.7,4,2,246486,3,4,3970
2580,1,23,2008,1.5,4,1,152898,4,2,6442
2581,8,6,2023,3.1,3,3,51711,4,5,14065
2582,2,1,2012,4.8,4,3,8891,5,3,12322
2583,6,29,2009,3.7,3,3,224217,2,1,7015
2584,9,8,2015,1.4,4,1,9400,3,5,11312
2585,10,22,2010,2.6,2,1,52378,3,1,12152
2586,5,7,2022,3.0,4,2,165456,5,4,10390
2587,3,20,2023,2.9,3,3,239768,3,4,10104
2588,7,27,2008,3.9,2,3,137257,4,4,9654
2589,4,14,2020,1.5,1,3,235169,2,1,6896
2590,1,4,2003,4.8,2,1,4324,5,2,13213
2591,2,1,2002,2.3,4,3,35718,2,1,6285
2592,7,25,2004,4.1,1,1,273351,2,2,5432
2593,6,26,2017,3.0,1,2,169333,2,3,8813
2594,4,16,2000,1.4,3,1,127902,3,2,5441
2595,10,18,2022,2.2,2,3,13951,5,1,14620
2596,7,21,2020,2.5,2,2,62813,4,4,13343
2597,7,21,2001,1.2,2,3,122361,3,4,5152
2598,9,10,2004,1.0,1,1,274984,4,4,2300
2599,3,13,2005,3.3,2,2,293774,3,2,5024
2600,4,14,2014,3.2,3,2,131027,5,1,9879
2601,2,1,2011,2.8,2,1,140109,3,4,10897
2602,7,25,2008,2.5,1,2,265803,4,3,3683
2603,7,25,2020,2.2,3,3,148075,5,2,10338
2604,4,16,2018,3.9,4,2,215744,5,3,9085
2605,9,24,2008,3.8,2,2,293122,3,4,6437
2606,9,24,2003,3.4,4,3,3533,3,2,8329
2607,7,25,2004,4.2,4,1,48634,4,4,10027
2608,10,28,2009,1.2,3,3,123996,3,1,6520
2609,8,6,2011,2.4,4,2,60114,3,1,8597
2610,3,13,2016,1.7,4,1,79718,3,4,10505
2611,4,16,2018,2.2,2,3,217000,3,4,9360
2612,6,12,2023,2.7,4,3,156170,2,2,10576
2613,5,9,2012,1.5,2,1,241016,2,5,7879
2614,8,6,2013,1.3,1,1,296027,2,5,4879
2615,7,21,2014,2.9,2,1,19288,3,2,14314
2616,4,16,2015,2.7,4,3,50686,4,3,10286
2617,10,28,2012,4.1,2,2,133687,5,3,11126
2618,8,17,2004,4.9,1,3,47611,5,4,9247
2619,3,20,2015,2.1,3,2,217276,5,3,7354
2620,3,19,2011,2.8,2,2,232046,3,2,7559
2621,6,29,2022,1.6,4,2,207317,5,5,8153
2622,9,10,2008,4.5,2,3,264110,4,1,7717
2623,4,14,2017,4.8,3,3,259436,5,2,9811
2624,5,5,2009,4.6,3,2,289840,4,4,6603
2625,7,21,2009,1.4,3,1,72678,3,2,9246
2626,3,19,2011,3.7,1,2,122465,2,5,8650
2627,1,23,2021,2.0,1,1,175090,2,3,10398
2628,7,21,2013,4.9,4,1,155541,2,1,11289
2629,2,2,2011,4.0,4,3,145370,5,4,8492
2630,8,6,2000,1.1,2,1,220988,2,3,4280
2631,4,14,2013,2.8,3,2,140316,4,5,8993
2632,7,25,2004,3.6,2,1,249866,3,5,7402
2633,1,23,2016,3.0,4,2,40193,3,1,11096
2634,6,12,2006,1.5,3,2,265157,3,2,3096
2635,3,13,2023,4.2,1,1,91363,4,4,14872
2636,9,10,2018,2.6,3,1,255077,5,5,9498
2637,7,21,2021,3.3,2,3,291237,5,2,9875
2638,9,10,2006,2.5,1,3,78706,2,3,6825
2639,8,6,2010,3.5,4,3,67470,2,1,9250
2640,1,3,2009,1.0,2,1,8196,4,5,11136
2641,3,19,2011,1.9,2,2,32813,3,1,10643
2642,9,10,2000,3.4,3,2,128068,2,2,5938
2643,10,28,2022,4.4,1,2,9320,3,1,14913
2644,7,27,2017,2.5,1,3,34193,3,1,11016
2645,9,10,2020,1.4,2,1,139088,2,5,12218
2646,7,21,2001,4.9,4,2,110844,3,1,7083
2647,7,27,2015,3.8,4,2,210696,5,5,8186
2648,7,27,2010,2.9,1,3,13906,5,1,9721
2649,5,7,2005,4.5,2,1,228423,3,2,9031
2650,10,22,2008,1.0,4,3,260882,3,3,2282
2651,3,20,2016,2.5,2,1,47183,2,5,13956
2652,1,23,2013,3.6,2,2,209772,3,2,9404
2653,4,15,2004,4.7,2,2,60828,3,1,10783
2654,6,29,2022,1.8,3,2,40030,5,1,12699
2655,9,24,2010,3.7,1,2,149055,2,3,7818
2656,1,23,2014,2.5,4,1,110792,3,4,10084
2657,4,15,2009,4.8,1,3,241980,4,1,6760
2658,7,27,2019,3.3,2,2,130376,2,2,12492
2659,7,21,2018,2.8,1,1,109738,3,5,11605
2660,3,19,2005,1.2,3,1,23847,2,5,8823
2661,6,26,2018,4.1,2,3,292571,5,3,9748
2662,4,16,2016,5.0,2,1,253812,4,4,12323
2663,7,25,2007,4.5,4,1,266174,3,4,6876
2664,1,23,2016,3.8,3,2,69756,3,4,12304
2665,8,17,2001,1.9,1,1,83696,5,4,6126
2666,7,25,2011,2.5,2,1,298476,4,4,7430
2667,8,17,2019,2.6,2,3,21179,4,4,13976
2668,3,20,2006,3.7,1,3,209680,3,5,5406
2669,4,15,2002,4.6,3,2,103548,5,4,8229
2670,7,25,2019,2.1,2,2,108750,4,4,11725
2671,4,14,2013,4.1,2,3,24882,2,5,13602
2672,1,23,2002,2.7,1,2,138030,4,4,4639
2673,4,14,2019,2.9,3,3,246123,2,1,8777
2674,5,7,2013,1.7,4,3,226767,4,1,5164
2675,7,25,2014,4.5,1,1,207887,5,3,10142
2676,3,19,2007,2.5,2,2,241571,2,5,5868
2677,4,15,2003,2.6,3,1,87872,5,5,8342
2678,6,26,2005,1.6,3,2,169966,5,5,4800
2679,2,30,2000,2.0,1,2,158419,3,5,2931
2680,2,2,2005,2.9,4,2,269554,3,2,3108
2681,1,4,2011,4.3,3,1,67882,2,3,12842
2682,6,29,2014,4.0,1,2,30004,3,1,11699
2683,8,11,2005,1.2,1,1,191537,5,3,4469
2684,6,12,2009,1.1,3,2,11510,2,1,8669
2685,7,21,2004,1.9,3,1,78774,4,3,8124
2686,4,16,2014,1.6,1,3,170677,2,3,6486
2687,10,18,2019,1.9,2,3,247738,4,1,8745
2688,9,8,2017,1.4,1,2,14575,3,2,10308
2689,6,26,2007,3.1,4,3,187954,5,4,5540
2690,6,26,2014,3.2,2,2,270876,2,1,8082
2691,10,22,2021,5.0,4,2,183606,4,1,11727
2692,8,11,2002,3.1,3,2,146775,2,4,5864
2693,3,20,2003,3.8,2,3,271544,3,3,5369
2694,5,9,2018,2.0,3,2,224940,5,1,8001
2695,1,23,2016,1.6,2,1,174255,2,1,10514
2696,9,8,2022,4.8,2,1,213016,5,1,14739
2697,2,2,2017,2.0,2,1,279542,2,5,9109
2698,8,6,2020,1.9,2,3,289391,3,5,8212
2699,3,13,2007,2.1,1,2,98341,2,3,6333
2700,3,20,2015,2.1,2,2,295917,4,1,6781
2701,4,14,2023,3.2,3,1,239837,4,5,11903
2702,1,4,2003,1.5,1,2,167768,5,2,3144
2703,10,22,2022,3.5,1,1,185444,2,5,11991
2704,9,8,2017,4.3,4,2,71564,2,4,12068
2705,6,12,2009,1.4,2,2,55857,3,4,9082
2706,9,8,2003,2.9,4,2,235296,4,2,3194
2707,8,17,2013,4.4,4,3,144737,4,2,9505
2708,1,3,2012,4.9,4,1,270529,3,2,8689
2709,6,26,2023,3.2,4,3,274305,3,4,8713
2710,4,14,2021,1.8,2,1,261022,3,1,10479
2711,5,5,2018,1.6,3,1,16937,3,3,13261
2712,4,15,2006,2.9,4,1,86497,2,5,8570
2713,3,20,2023,2.8,2,2,186725,3,2,12065
2714,1,4,2007,3.6,4,3,174326,5,3,6313
2715,5,5,2004,3.4,1,2,187570,2,5,4948
2716,8,11,2017,1.8,2,2,238729,4,1,8225
2717,1,23,2014,2.5,1,2,222808,4,1,6343
2718,4,15,2020,4.2,4,2,187494,3,4,10550
2719,7,27,2016,4.1,3,3,295251,4,3,8094
2720,2,2,2021,4.1,1,3,68393,4,4,13132
2721,8,11,2016,1.6,3,1,263320,3,5,7733
2722,1,3,2012,4.7,4,1,192319,2,2,10053
2723,7,25,2007,2.1,3,3,94648,5,2,7407
2724,3,13,2013,3.7,3,3,3133,5,2,12637
2725,8,11,2005,3.9,3,3,83042,4,2,8839
2726,10,28,2022,2.6,4,2,130508,2,4,10689
2727,8,17,2000,2.0,4,3,289423,2,2,2000
2728,8,17,2002,2.3,2,2,276693,2,3,3466
2729,8,17,2014,2.9,1,2,3243,2,2,11135
2730,3,20,2015,2.8,2,1,92699,4,1,13046
2731,1,3,2015,2.8,4,1,246588,3,2,7968
2732,7,25,2010,3.0,3,1,43974,4,5,11720
2733,1,3,2020,4.5,1,3,165484,2,5,11290
2734,5,5,2007,1.2,4,3,245094,2,5,2498
2735,4,16,2014,2.2,4,3,88831,3,1,8723
2736,8,11,2014,2.8,3,1,262760,5,2,8344
2737,8,17,2001,2.6,3,1,123342,5,2,7033
2738,10,22,2008,3.1,4,2,261959,4,2,4360
2739,1,23,2023,4.1,4,3,273313,4,3,9633
2740,8,17,2017,2.8,4,2,233511,3,4,7329
2741,6,26,2004,2.8,1,3,80740,4,4,6485
2742,3,20,2005,4.7,3,3,80337,2,4,9693
2743,8,6,2011,3.1,2,2,90362,2,3,10692
2744,3,19,2012,3.4,3,1,282395,3,2,7952
2745,7,25,2011,1.1,4,1,195258,4,2,6094
2746,8,11,2004,2.2,2,1,172373,3,5,7552
2747,9,8,2016,2.6,4,3,246185,3,5,6576
2748,5,9,2003,3.7,3,2,78952,2,4,8120
2749,8,17,2017,4.5,3,1,172313,5,2,12753
2750,3,19,2013,2.7,3,1,34649,4,2,12507
2751,9,8,2004,4.8,4,3,139871,2,4,7302
2752,3,19,2021,2.9,1,2,272066,4,3,7858
2753,9,8,2014,4.6,1,2,53192,3,4,11836
2754,5,9,2004,3.5,4,1,223180,5,4,5836
2755,6,26,2016,2.4,2,3,156430,2,2,10171
2756,6,29,2006,1.2,1,1,55653,5,3,7486
2757,6,12,2005,2.0,1,1,23686,2,4,8626
2758,2,1,2002,1.4,4,2,122799,2,1,3644
2759,10,28,2008,3.8,1,3,40095,4,4,9498
2760,3,13,2010,4.0,3,1,129931,4,5,11001
2761,9,10,2012,2.1,1,3,155049,5,3,6699
2762,5,5,2021,2.7,1,1,134924,5,5,11901
2763,4,15,2018,1.3,4,1,48622,3,1,11327
2764,10,18,2014,1.1,3,1,132424,5,3,9251
2765,10,28,2006,4.6,1,3,97345,4,4,8553
2766,6,26,2019,2.9,2,2,125586,3,2,12188
2767,2,30,2005,4.7,3,2,45664,2,5,10386
2768,1,3,2021,3.5,3,1,259125,2,3,11217
2769,4,16,2002,4.7,1,1,121836,4,4,8463
2770,5,5,2001,5.0,4,3,130885,5,5,6782
2771,8,11,2021,4.3,1,1,199460,2,3,12210
2772,9,24,2013,4.7,1,3,194077,2,2,8818
2773,1,3,2022,1.1,3,3,100576,3,4,10788
2774,5,5,2001,4.6,4,3,60030,4,4,7799
2775,2,2,2011,2.2,3,3,1204,4,1,10575
2776,2,2,2018,1.6,3,1,117550,2,2,11249
2777,3,13,2005,2.6,3,2,108983,4,4,7020
2778,6,29,2000,3.7,3,1,127711,4,5,7745
2779,4,15,2011,2.2,1,2,212191,4,3,5356
2780,6,26,2001,2.2,4,1,224898,2,3,3602
2781,2,30,2014,1.9,4,1,123083,4,4,9238
2782,1,23,2022,3.0,2,1,177872,5,3,13642
2783,7,27,2017,1.9,4,1,295322,5,3,6693
2784,2,30,2012,2.1,1,3,210734,5,2,5585
2785,9,8,2014,2.5,3,3,194179,3,3,7916
2786,2,2,2018,4.9,1,2,23752,4,2,13924
2787,5,5,2018,3.2,2,2,239683,5,3,9906
2788,2,30,2014,2.3,3,2,3593,4,4,11528
2789,10,22,2002,1.4,1,1,41749,3,1,6765
2790,10,28,2002,2.2,3,2,215636,4,5,3587
2791,9,24,2007,2.3,2,1,276638,3,4,6467
2792,3,19,2000,3.5,2,2,83835,2,5,7923
2793,2,2,2001,1.6,1,2,129239,5,2,3415
2794,3,19,2014,1.8,2,3,108808,5,3,9923
2795,10,22,2000,1.8,2,1,260652,4,1,4186
2796,1,4,2018,1.1,2,3,297999,4,5,6640
2797,9,8,2006,3.2,3,1,260053,2,2,6398
2798,3,20,2019,2.4,4,1,219203,4,4,9315
2799,1,23,2001,4.5,2,3,147300,2,4,7954
2800,2,2,2007,1.9,2,3,8147,3,1,9937
2801,10,28,2002,1.5,3,1,199749,5,2,4705
2802,3,13,2013,2.7,3,3,53830,5,5,10623
2803,10,28,2017,4.0,3,2,231470,4,2,9570
2804,10,22,2010,2.9,2,2,135920,3,2,9281
2805,9,8,2000,4.4,3,2,57645,3,3,8347
2806,3,13,2019,4.6,1,3,113334,4,3,12133
2807,9,10,2003,2.7,1,2,297911,3,2,2000
2808,9,8,2011,1.9,4,3,4408,5,4,9211
2809,6,12,2023,3.4,3,2,61514,2,2,14169
2810,5,5,2020,2.9,4,1,265957,4,3,9180
2811,3,13,2009,4.9,4,2,187571,4,1,7948
2812,7,21,2023,3.9,1,3,99441,4,1,12911
2813,2,2,2011,2.5,1,2,241741,2,2,5065
2814,3,19,2008,4.0,4,2,288161,4,1,4736
2815,5,7,2000,2.7,3,3,121855,3,4,5362
2816,8,17,2010,1.8,4,1,223845,2,3,5923
2817,7,21,2005,4.9,1,2,256501,3,4,5369
2818,10,28,2001,3.0,1,1,267839,4,3,3543
2819,5,5,2010,2.7,2,2,170924,4,1,8381
2820,9,24,2003,1.3,2,3,106652,5,2,6166
2821,2,1,2002,1.1,3,2,192750,4,1,2945
2822,5,5,2011,4.7,2,1,176460,4,4,12070
2823,5,9,2010,4.0,3,2,57669,3,2,10946
2824,5,5,2008,1.1,2,3,292057,5,3,3758
2825,5,7,2013,3.2,1,2,59388,3,2,10012
2826,6,29,2017,4.5,4,1,267485,3,1,9850
2827,1,3,2015,3.5,3,1,127954,4,1,12040
2828,10,28,2007,1.2,1,3,146587,2,1,4468
2829,3,13,2019,4.1,3,3,9200,3,2,14716
2830,5,9,2002,2.1,2,1,245787,2,5,5384
2831,6,12,2007,4.7,2,2,186809,5,1,9163
2832,8,17,2001,3.6,3,3,35821,4,3,8283
2833,9,10,2013,1.5,2,3,121751,5,2,9064
2834,6,12,2013,2.0,1,3,88275,2,4,8234
2835,1,23,2008,2.8,1,1,227755,5,3,6244
2836,10,28,2011,4.4,3,1,175408,3,4,10791
2837,6,29,2021,4.6,3,2,157634,2,4,12847
2838,4,15,2019,4.9,2,1,250207,4,5,13195
2839,6,29,2006,3.6,4,3,263199,4,4,4236
2840,5,5,2009,2.6,3,1,59651,5,4,10706
2841,1,4,2005,4.1,3,2,101857,4,3,8662
2842,1,4,2010,2.2,1,3,7796,5,1,9144
2843,8,17,2013,3.5,3,2,142779,2,1,9644
2844,9,8,2019,3.5,3,2,160589,2,5,11088
2845,7,21,2013,4.0,1,2,34829,3,5,11303
2846,5,7,2015,1.4,2,1,238290,3,3,8734
2847,7,25,2012,3.3,3,1,253002,3,3,8439
2848,10,28,2013,4.2,4,1,79579,5,3,12108
2849,10,28,2006,1.7,2,2,217119,3,4,5257
2850,3,20,2013,1.9,2,1,36708,2,2,12665
2851,2,2,2000,5.0,4,1,260128,2,3,5397
2852,1,23,2005,2.2,4,1,48268,4,1,8334
2853,7,21,2021,2.2,3,1,205621,5,1,10987
2854,2,2,2000,4.9,4,3,277530,4,1,3449
2855,9,10,2015,3.4,3,1,292522,3,1,8649
2856,1,23,2023,2.7,3,2,214838,4,5,10403
2857,8,6,2008,5.0,3,1,163749,3,3,10725
2858,4,15,2002,1.2,4,3,2113,3,1,5857
2859,10,28,2011,3.9,4,2,230860,2,5,6682
2860,4,15,2017,2.8,1,3,133732,3,3,9325
2861,3,20,2005,2.8,4,2,240044,3,2,3599
2862,7,21,2020,1.6,4,3,135693,5,3,8986
2863,9,8,2007,3.4,2,3,257837,5,5,6443
2864,6,29,2018,4.9,1,3,115393,5,5,12092
2865,2,1,2022,2.2,3,2,148932,2,1,10921
2866,5,9,2000,4.0,4,2,67746,2,2,6745
2867,1,3,2022,1.6,2,3,70988,2,4,12880
2868,3,20,2023,4.3,1,2,48721,2,5,14325
2869,7,27,2004,1.8,4,3,239182,4,5,2316
2870,8,6,2017,2.9,3,2,269013,4,1,7719
2871,1,23,2000,2.0,4,3,64819,4,2,4803
2872,10,18,2013,2.7,4,1,272614,4,5,6747
2873,10,18,2005,1.3,1,3,290532,4,3,2000
2874,9,24,2011,2.8,3,1,223865,5,5,8222
2875,4,16,2017,3.9,4,2,246848,3,4,8163
2876,10,18,2008,3.1,1,2,108467,5,1,7430
2877,10,18,2003,2.1,3,3,103278,3,3,6034
2878,2,1,2015,3.3,3,3,125268,2,1,10394
2879,2,2,2014,2.1,1,3,183149,3,2,6737
2880,4,14,2015,4.7,1,3,202322,5,5,9253
2881,10,18,2017,3.7,1,2,58102,3,3,11737
2882,6,12,2022,1.5,2,3,41173,2,2,13376
2883,10,18,2022,1.8,4,3,278342,5,1,6933
2884,4,14,2009,2.1,3,2,200018,2,3,5899
2885,7,27,2000,3.3,2,3,196915,3,5,5461
2886,2,1,2012,4.4,4,1,552,4,1,13588
2887,4,15,2008,2.9,1,1,89645,2,4,9107
2888,7,27,2004,4.3,3,2,5954,2,3,10480
2889,9,24,2016,1.6,1,3,41061,5,1,9678
2890,4,14,2021,2.0,3,2,153706,5,1,10325
2891,5,7,2003,2.3,4,3,293688,5,5,2000
2892,10,28,2011,4.0,2,3,291373,4,5,7572
2893,5,9,2009,1.0,4,2,285502,4,4,2089
2894,4,16,2000,4.0,2,3,210630,3,3,5887
2895,10,22,2012,4.3,3,1,147407,3,2,11551
2896,3,19,2009,4.6,1,3,58162,3,5,10236
2897,7,21,2000,1.9,1,1,51334,3,2,6473
2898,9,24,2013,1.7,2,3,59577,3,1,10508
2899,9,8,2001,3.1,2,2,279309,4,1,3913
2900,10,22,2009,3.6,4,3,100942,4,1,8381
2901,8,6,2002,4.5,1,1,24369,5,1,10212
2902,7,25,2004,2.0,1,1,116081,3,2,6478
2903,1,23,2007,4.5,1,3,56348,5,5,9573
2904,9,8,2011,3.9,1,3,264755,4,5,6004
2905,2,1,2022,3.5,3,1,254869,2,2,11602
2906,5,5,2003,4.9,1,3,60570,5,4,8688
2907,6,12,2017,2.3,3,3,3009,3,4,12439
2908,2,30,2006,1.8,1,3,48144,4,5,6737
2909,4,16,2002,2.5,2,2,50314,4,4,8193
2910,8,17,2002,2.2,1,1,5020,4,5,8299
2911,1,4,2002,4.4,1,1,81512,3,3,8969
2912,6,29,2013,4.7,1,3,254167,4,4,7616
2913,2,1,2020,3.5,1,3,232400,4,1,8952
2914,10,28,2023,2.0,4,1,128626,5,1,11927
2915,6,12,2010,4.9,1,3,133554,4,3,9328
2916,3,20,2015,2.8,4,3,225481,2,3,6890
2917,8,17,2022,5.0,4,1,211047,4,2,12979
2918,7,25,2006,2.0,2,3,49359,4,4,8912
2919,8,17,2000,2.1,3,3,26663,2,1,6666
2920,4,15,2018,4.9,2,2,183575,4,2,12728
2921,5,9,2006,2.2,4,3,297485,4,3,2150
2922,9,8,2002,4.4,4,3,265879,3,5,3782
2923,8,17,2017,1.9,2,3,5233,2,5,12995
2924,1,23,2009,4.0,2,2,265479,4,5,7490
2925,9,10,2005,2.8,2,2,138032,3,4,7639
2926,3,20,2023,2.0,3,2,160084,2,4,10798
2927,9,10,2008,3.1,3,1,34423,3,3,11411
2928,8,17,2000,2.7,2,3,116677,2,2,6466
2929,10,18,2014,1.1,4,3,113145,3,5,7137
2930,10,22,2002,1.7,2,3,264575,4,1,3108
2931,2,2,2003,3.6,4,1,240657,2,2,5286
2932,10,28,2006,2.4,4,1,154960,3,1,6700
2933,6,12,2017,2.4,3,1,140689,4,5,11286
2934,4,14,2005,4.0,3,3,228725,4,2,6025
2935,3,20,2020,2.0,1,1,183441,4,3,9931
2936,8,11,2003,2.3,3,1,117694,3,3,7446
2937,8,17,2003,1.9,1,3,138278,5,2,4134
2938,9,24,2008,4.5,1,1,203634,3,2,8427
2939,8,6,2007,1.7,4,3,255059,5,2,2798
2940,6,26,2014,1.9,4,3,253678,5,2,5126
2941,3,13,2021,4.3,3,1,189655,5,2,13406
2942,9,24,2020,4.0,3,1,224676,2,4,12106
2943,2,30,2018,3.3,1,3,151881,2,2,9762
2944,9,10,2008,2.0,3,2,210592,5,4,5288
2945,4,16,2007,1.6,4,3,244812,3,4,2903
2946,2,2,2011,2.9,2,1,270773,5,5,8384
2947,2,1,2016,3.8,4,2,196371,4,4,8772
2948,6,12,2004,3.4,3,1,90326,4,3,9393
2949,10,28,2004,2.0,3,2,47929,2,1,7341
2950,1,4,2010,1.7,1,2,260904,5,3,3581
2951,4,15,2011,2.3,2,1,254220,3,2,8115
2952,5,7,2014,2.5,4,3,47829,2,3,9843
